ensembl_string,entrez,symbol,mutation_rate,SFARI_listed,SFARI_score,pLI,forecASD,STRING_score,BrainSpan_score,STRING+BrainSpan_RF,krishnan_post,D_ens,D,TADA_BF,tadaFdrAscSscExomeSscAgpSmallDel,tadaFdrAscSscExome,tadaFdrAscExome,tadaFdrSscExome,rASD,min_lFDR,Netscore
ENSP00000323074,10743,RAI1,0.0001012,TRUE,S,0.999136112,0.874,0.290,0.722,0.638,0.482,0.469411921,0.402621373,1.753614007,0.323885773,0.294479106,0.769214106,0.543218454,0,0.631647447,42.77043572
ENSP00000267064,6601,SMARCC2,0.000055,TRUE,2,0.999999989,0.874,0.477,0.663,0.957,0.565,0.746849171,0.541138378,7.613267762,0.554074466,0.540731939,0.48066961,0.942541223,1,0.014150247,9.1718542
ENSP00000265388,23534,TNPO3,0.0000374,FALSE,NA,0.001389201,0.873,0.460,0.806,0.949,0.448,0.170918927,0.363356221,7.543027288,0.192530618,0.182633592,0.483478095,0.703719215,1,0.040078191,27.84818992
ENSP00000262043,23469,PHF3,0.0000665,TRUE,2,0.99946942,0.872,0.399,0.818,0.584,0.532,0.442496732,0.662294265,0.305517707,0.619727619,0.603078595,0.945341628,0.496112502,0,1,9.459906701
ENSP00000281928,23389,MED13L,0.0000879,TRUE,2,0.999999999,0.871,0.712,0.859,0.975,0.572,0.770353385,0.593068003,4.03890346,0.716541194,0.65548033,0.598476221,0.051319081,1,0.000194805,27.48482348
ENSP00000347602,5926,ARID4A,0.0000406,FALSE,NA,0.999999263,0.870,0.652,0.827,0.956,0.503,0.356591536,0.384960805,0.347150782,0.941493048,0.938922292,0.943732019,0.939792792,0,0.46576074,139.2021819
ENSP00000355237,9578,CDC42BPB,0.0000833,TRUE,3,1,0.870,0.336,0.016,0.094,0.493,0.683924666,0.429684592,42.36763529,0.257551229,0.238761205,0.097919557,0.518761121,1,0.001555201,69.57158681
ENSP00000381657,84444,DOT1L,0.0000974,FALSE,NA,0.999988962,0.868,0.641,0.550,0.821,0.447,0.586285756,0.329632057,0.529361772,0.558666875,0.54317962,0.916591506,0.349797497,0,0.097747538,41.40490618
ENSP00000414982,3831,KLC1,0.00002557,FALSE,NA,0.514955332,0.866,0.406,0.513,0.453,0.583,0.118871106,-0.056697155,23.10092932,0.271499419,0.25081682,0.233048025,0.933430619,0,0.354221408,45.2011826
ENSP00000356411,6738,TROVE2,0.00001855,FALSE,NA,0.0190449,0.866,0.354,0.598,0.278,0.542,0.070450573,0.398330989,11.60347118,0.410057971,0.402007387,0.37419886,0.37875918,1,0.000628402,175.3359337
ENSP00000261531,22938,SNW1,0.00002136,FALSE,NA,0.999633196,0.864,0.526,0.515,0.897,0.488,0.619217571,0.457397872,0.431839914,0.440091137,0.427244556,0.937963369,0.395433636,0,1,0
ENSP00000386458,55660,PRPF40A,0.00002934,FALSE,NA,0.966325783,0.864,0.430,0.512,0.603,0.495,0.3181895,0.073601281,8.979225657,0.501367534,0.486019296,0.437349029,0.935700065,0,0.708593726,138.6707568
ENSP00000309539,1808,DPYSL2,0.00002981,FALSE,NA,0.995558289,0.864,0.404,0.691,0.521,0.5,0.673552365,0.389129466,1.768215706,0.446872047,0.427893113,0.76805428,0.684398308,0,1,0
ENSP00000265094,23291,FBXW11,0.0000225,FALSE,NA,0.997161484,0.864,0.368,0.499,0.373,0.526,0.594642447,0.277375558,0.556354588,0.460243564,0.429179725,0.912427081,0.234734308,0,1,6.060604115
ENSP00000392466,8861,LDB1,0.00001902,FALSE,NA,0.879454005,0.862,0.570,0.710,0.890,0.447,0.436787755,0.265686997,8.845881253,0.418106008,0.411580932,0.441840308,0.927416631,0,1,21.08965413
ENSP00000452871,7090,TLE3,0.0000401,FALSE,NA,0.999913537,0.862,0.436,0.462,0.521,0.494,0.461452149,0.173148965,1.642073678,0.545804336,0.533200507,0.780883391,0.709562458,0,0.600387492,13.47227049
ENSP00000381097,2047,EPHB1,0.0000483,FALSE,NA,0.998398641,0.860,0.458,0.695,0.738,0.613,0.283497731,0.030603159,0.415154908,0.573628303,0.506764498,0.939416036,0.29210398,0,0.647261073,21.18939818
ENSP00000299601,123169,LEO1,0.00002589,FALSE,NA,0.99960597,0.856,0.522,0.529,0.875,0.439,0.511254043,0.419206634,23.03750324,0.26324232,0.252289565,0.237684492,0.933674328,0,1,0
ENSP00000375863,11100,HNRNPUL1,0.0000436,FALSE,NA,0.999847512,0.856,0.428,0.414,0.344,0.584,0.684336394,0.465162524,4.205960335,0.646953543,0.634742871,0.590227015,0.716125743,0,0.496984734,32.85723435
ENSP00000265713,7994,KAT6A,0.0000814,TRUE,3,0.999999985,0.854,0.512,0.842,0.868,0.611,0.521919485,0.410239511,0.25442711,0.677690083,0.654377839,0.947011165,0.479497514,0,1,0
ENSP00000350094,54870,QRICH1,0.00003065,TRUE,4,0.996069748,0.854,0.374,0.685,0.385,0.447,0.546781945,0.317590041,21.79988521,0.283552377,0.269364251,0.254714314,0.936423696,0,0.501269555,31.51019817
ENSP00000321826,134957,STXBP5,0.0000431,TRUE,3,0.9999916,0.854,0.314,0.567,0.441,0.491,0.678652376,0.585220788,18.84253384,0.366567805,0.309977256,0.288926537,0.940401972,0,0.37298942,80.50126088
ENSP00000392423,5649,RELN,0.0001378,TRUE,1,1,0.854,0.520,0.138,0.775,0.596,0.616408814,0.643823152,103.8088305,0.25188817,0.173357717,0.04439146,0.845501136,0,1,13.00260107
ENSP00000359988,9295,SRSF11,0.00002187,TRUE,2,0.999787767,0.852,0.455,0.515,0.850,0.498,0.424172244,0.154712757,8.522862145,0.441344973,0.432347512,0.450530136,0.943093321,0,1,0
ENSP00000341280,3720,JARID2,0.000066,TRUE,,0.999862193,0.852,0.480,0.594,0.922,0.534,0.750329398,0.603526481,5.183171777,0.621903585,0.583253468,0.54688193,0.943782546,0,1,0
ENSP00000371577,54545,MTMR12,0.00002897,FALSE,NA,0.997884435,0.852,0.304,0.405,0.121,0.445,0.603523311,0.53595418,36.91727216,0.181296676,0.177105517,0.123056596,0.935497483,0,1,4.877837849
ENSP00000386049,55777,MBD5,0.0000532,TRUE,3,0.999852333,0.852,0.186,0.851,0.581,0.479,0.473848393,0.565685363,5.928141233,0.094211825,0.538667218,0.519101408,0.375355105,1,0.003818619,5.133461541
ENSP00000262013,9043,SPAG9,0.0000517,FALSE,NA,0.999998938,0.850,0.440,0.383,0.482,0.547,0.26863783,-0.024749323,0.626491627,0.1634675,0.147030661,0.902826012,0.156089953,0,1,0
ENSP00000332444,23283,CSTF2T,0.00002507,FALSE,NA,0.229519704,0.848,0.424,0.701,0.619,0.439,0.169710268,0.528632724,19.61107664,0.288806948,0.276384841,0.283970521,0.41196449,1,0.004258174,72.44721701
ENSP00000262545,5126,PCSK2,0.0000335,FALSE,NA,0.994186022,0.848,0.372,0.540,0.248,0.613,0.606061421,0.365110605,0.376311756,0.51313995,0.478529307,0.9422763,0.440205472,0,1,1.81877056
ENSP00000334130,56946,C11orf30,0.0000489,TRUE,3,0.999997097,0.842,0.460,0.893,0.883,0.447,0.616024428,0.629026111,20.57368007,0.330857101,0.307441084,0.270249099,0.945818646,0,0.593792544,20.97751001
ENSP00000238714,64895,PAPOLG,0.0000266,FALSE,NA,0.989888395,0.842,0.380,0.759,0.833,0.495,0.622930403,0.593482948,5.236237165,0.587225819,0.573054692,0.544158155,0.877681035,0,0.053907369,175.3144651
ENSP00000407818,64854,USP46,0.00001314,FALSE,NA,0.911054239,0.840,0.558,0.562,0.928,0.57,0.431502342,0.255476152,2.188871803,0.68216417,0.666659095,0.729313596,0.625092536,0,1,7.521909388
ENSP00000348010,55015,PRPF39,0.00001987,TRUE,4,0.995121732,0.840,0.444,0.496,0.613,0.429,0.422440975,0.331034175,24.69718694,0.244710398,0.234284647,0.214986706,0.867471318,1,0.000551576,21.64671558
ENSP00000346986,51322,WAC,0.00002418,TRUE,2,0.999891943,0.836,0.359,0.462,0.086,0.582,0.593219854,0.567924786,1.18329454,0.007709153,0.006588482,0.844611136,0.023656384,0,1,0
ENSP00000334140,23008,KLHDC10,0.00001684,FALSE,NA,0.99668379,0.836,0.320,0.889,0.647,0.491,0.312460474,-0.056602646,1.285983852,0.232684165,0.221745382,0.833363588,0.367006401,0,1,0
ENSP00000418648,254048,UBN2,0.0000468,TRUE,2,0.998642623,0.836,0.312,0.693,0.861,0.459,0.329006337,0.348239167,18.07675578,0.362828097,0.33274639,0.29545273,0.548477805,0,1,0
ENSP00000262518,10847,SRCAP,0.00014414,TRUE,2,0.999999997,0.834,0.631,0.786,0.832,0.457,0.455010481,0.308830934,0.923154239,0.538100017,0.522366199,0.871043286,0.67882558,0,0.744885827,65.9572369
ENSP00000303909,29,ABR,0.0000417,FALSE,NA,0.999949479,0.834,0.324,0.479,0.212,0.611,0.492897371,0.132757447,0.450220921,0.502754942,0.483560863,0.935590856,0.440917162,0,0.542276651,78.00686142
ENSP00000325819,7025,NR2F1,0.00002593,TRUE,4,NA,0.832,0.402,0.405,0.147,0.566,0.045477882,0.234631439,10.22130379,0.403936775,0.396593666,0.402513894,0.67353642,1,0.016287252,32.03125747
ENSP00000366746,8027,STAM,0.00001981,FALSE,NA,0.902578081,0.832,0.294,0.480,0.275,0.49,0.333276107,0.480746872,1.24701306,0.24760934,0.231219107,0.837462095,0.388420876,0,1,1.733538504
ENSP00000387170,26058,GIGYF2,0.000047,TRUE,2,1,0.830,0.314,0.784,0.380,0.492,0.422463519,0.342799345,1.628945676,0.258966485,0.235785139,0.78286645,0.328151805,0,1,10.01966324
ENSP00000263253,2033,EP300,0.0000932,TRUE,4,1,0.830,0.582,0.945,0.887,0.565,NA,NA,3.813762561,0.44926919,0.434214654,0.609038412,0.854317899,0,0.780724661,40.27731862
ENSP00000295598,476,ATP1A1,0.0000435,FALSE,NA,0.99999385,0.830,0.382,0.209,0.121,0.494,0.658062688,0.129144015,1.491157298,0.203218673,0.198567094,0.79803659,0.465672001,0,1,0
ENSP00000264183,51742,ARID4B,0.0000421,FALSE,NA,0.999976459,0.828,0.654,0.781,0.967,0.57,0.39113686,0.31843305,0.33838139,0.945626785,0.942593885,0.944084816,0.942613512,0,1,6.380545798
ENSP00000339245,91746,YTHDC1,0.00002829,FALSE,NA,0.999999899,0.827,0.351,0.624,0.170,0.494,0.622992492,0.522448062,0.399421127,0.475305151,0.462386591,0.940770171,0.421136389,0,1,0
ENSP00000351894,23054,NCOA6,0.0000759,FALSE,NA,0.990815417,0.824,0.558,0.805,0.929,0.553,0.35888638,0.457447017,0.665670957,0.93927526,0.935939019,0.895427081,0.945234752,0,0.590315318,56.72210822
ENSP00000405574,79718,TBL1XR1,0.00001518,TRUE,2,0.998821952,0.822,0.542,0.627,0.838,0.563,0.142682936,-0.413788629,2.746931603,0.102362406,0.100623992,0.668703104,0.082016653,1,0.003619067,32.2232457
ENSP00000275732,64599,GIGYF1,0.0000554,TRUE,3,0.978704812,0.820,0.296,0.433,0.197,0.446,0.351099554,0.364164294,0.81875167,0.018633889,0.022732323,0.879017374,0.021256117,0,0.183603906,37.5938097
ENSP00000261726,23316,CUX2,0.0000762,FALSE,NA,0.999656385,0.818,0.550,0.583,0.969,0.52,0.711830474,0.545347462,4.583085997,0.664335219,0.616875056,0.570273777,0.944532328,0,1,0
ENSP00000331418,5797,PTPRM,0.0000646,FALSE,NA,0.999958214,0.818,0.382,0.359,0.857,0.495,0.321962082,0.126611907,23.02898271,0.543395369,0.331614439,0.239913618,0.877323343,0,1,7.195164436
ENSP00000361423,25,ABL1,0.0000602,FALSE,NA,0.999882701,0.816,0.536,0.649,0.977,0.496,0.456890014,0.268217644,0.280326911,0.159218115,0.849497789,0.946225255,0.754055457,0,1,8.338029962
ENSP00000282007,23091,ZC3H13,0.0000651,FALSE,NA,1,0.816,0.480,0.849,0.977,0.497,0.537186937,0.43242844,0.544972898,0.941178331,0.938555498,0.913731531,0.943698284,0,1,29.78655251
ENSP00000360231,4774,NFIA,0.00001977,TRUE,4,0.999555166,0.816,0.412,0.347,0.286,0.497,0.236407279,-0.116487999,8.746496829,0.485423952,0.418558437,0.445346655,0.387388677,1,0.000224171,105.8113381
ENSP00000310301,6670,SP3,0.00002566,FALSE,NA,0.992297744,0.814,0.472,0.581,0.819,0.585,0.381144216,0.281907391,0.413799525,0.738322077,0.729377344,0.939542535,0.671908591,0,0.544556074,169.0722031
ENSP00000251038,79882,ZC3H14,0.00002756,FALSE,NA,0.999785297,0.814,0.382,0.615,0.276,0.478,0.398888047,0.345767143,10.45318507,0.467378464,0.455266744,0.399147997,0.816284562,0,1,0
ENSP00000348442,5718,PSMD12,0.00001821,TRUE,S,0.997267742,0.812,0.328,0.340,0.161,0.5,0.185067187,-0.158203567,2.453025042,0.115079659,0.119716658,0.69371237,0.376501128,0,1,27.36654083
ENSP00000369460,1993,ELAVL2,0.00001373,TRUE,4,0.972927704,0.810,0.450,0.579,0.761,0.604,0.197700094,-0.025183704,0.471055777,0.404710595,0.381035829,0.932115518,0.340993031,0,1,15.17022517
ENSP00000417963,5528,PPP2R5D,0.00002669,TRUE,4,0.997520079,0.810,0.396,0.364,0.132,0.492,0.707520066,0.474049639,0.529906281,0.460801032,0.453051942,0.916462882,0.237571565,0,1,1.298641036
ENSP00000340820,4137,MAPT,0.0000412,FALSE,NA,4.68265E-05,0.806,0.432,0.789,0.904,0.758,0.116778702,0.435252991,4.41878328,0.635375404,0.618538285,0.575500033,0.939962227,1,0.018805827,78.23927318
ENSP00000249363,64101,LRRC4,0.0000324,FALSE,NA,0.877360672,0.806,0.372,0.411,0.076,0.535,0.434136367,0.366524307,7.549416873,0.483918398,0.474399952,0.482781632,0.93721661,0,1,7.651154888
ENSP00000358105,51107,APH1A,0.00001192,TRUE,3,0.132136062,0.806,0.346,0.138,0.039,0.447,0.129583738,0.294801983,57.76094651,0.083619035,0.087748023,0.083551969,0.916445903,0,1,15.64685466
ENSP00000355343,9898,UBAP2L,0.0000459,FALSE,NA,0.999999873,0.806,0.298,0.703,0.596,0.494,0.533112661,0.285313811,0.253067305,0.620001488,0.608075372,0.947052434,0.470030752,0,1,24.29592701
ENSP00000352314,57565,KLHL14,0.0000342,FALSE,NA,0.082722189,0.806,0.180,0.450,0.132,0.497,0.075770049,0.168682665,7.919809635,0.175488446,0.163714099,0.47202051,0.695569923,0,0.739574746,50.01465037
ENSP00000344786,23114,NFASC,0.0000658,FALSE,NA,0.998762678,0.804,0.612,0.464,0.914,0.617,0.288084476,0.056404865,0.396372514,0.945596698,0.942756801,0.94098154,0.943767018,0,0.668500307,60.00337746
ENSP00000316578,23512,SUZ12,0.00002239,FALSE,NA,0.999270636,0.804,0.586,0.654,0.912,0.505,0.572244455,0.326538542,0.328946817,0.943621347,0.941220367,0.944410083,0.938370032,0,0.318119015,130.2166429
ENSP00000321221,25970,SH2B1,0.0000347,FALSE,NA,0.95682971,0.804,0.264,0.569,0.267,0.472,0.448840602,0.488330338,0.559988715,0.463006738,0.454713907,0.911993739,0.261638557,0,0.705841391,62.98638184
ENSP00000343745,23405,DICER1,0.0000706,FALSE,NA,0.999994551,0.802,0.404,0.850,0.828,0.571,0.568674384,0.281739797,5.477551889,0.656144755,0.642146283,0.536316492,0.782109264,0,1,5.120499243
ENSP00000313046,575,BAI1,0.0000664,FALSE,NA,0.999875311,0.802,0.390,0.367,0.108,0.497,0.558625244,0.138477789,0.261809624,0.602244764,0.58588824,0.9467743,0.512550497,0,0.724231865,37.36887885
ENSP00000382688,5927,KDM5A,0.0000657,FALSE,NA,0.999994827,0.800,0.648,0.665,0.949,0.497,0.531981678,0.3846911,0.342960494,0.946653156,0.944106459,0.943929644,0.944751483,0,1,8.246052289
ENSP00000264357,2892,GRIA3,0.0000368,FALSE,NA,0.998653778,0.798,0.722,0.648,0.987,0.641,0.55984536,0.266292397,0.359092214,0.943048232,0.937490332,0.943161569,0.938745826,0,1,6.987415884
ENSP00000369131,23309,SIN3B,0.0000691,FALSE,NA,0.992239405,0.798,0.604,0.643,0.983,0.502,0.658683234,0.392111742,0.519946627,0.941998321,0.939756066,0.919339193,0.794501661,0,0.476000744,22.34756271
ENSP00000305918,8019,BRD3,0.0000424,FALSE,NA,0.766979379,0.798,0.556,0.815,0.949,0.565,0.474865181,0.349195003,0.44967671,0.940875186,0.938944263,0.935676631,0.938671444,0,1,12.12573042
ENSP00000262895,2901,GRIK5,0.0000499,TRUE,3,0.917779688,0.798,0.442,0.628,0.776,0.571,0.524815617,0.300306821,0.884902591,0.68271155,0.665032683,0.874151199,0.733545515,0,1,2.101594075
ENSP00000263826,10000,AKT3,0.00001624,FALSE,NA,0.999585399,0.796,0.470,0.833,0.902,0.616,0.716872898,0.519567646,0.352696327,0.944722313,0.939542061,0.943491203,1,0,1,72.86396747
ENSP00000366093,6096,RORB,0.0000191,FALSE,NA,0.998551701,0.794,0.470,0.562,0.820,0.611,0.378307183,0.099653062,0.442792179,0.72821544,0.69844481,0.936647847,0.648295931,0,0.794660777,97.29300493
ENSP00000263710,23332,CLASP1,0.0000628,TRUE,3,0.999999989,0.794,0.392,0.858,0.787,0.537,0.332935689,0.095000477,8.047559021,0.612486756,0.561859315,0.465161834,0.794152305,0,1,2.197170203
ENSP00000301071,7846,TUBA1A,0.00001924,FALSE,NA,0.836535571,0.794,0.392,0.286,0.119,0.495,0.444462195,0.006004494,6.60657436,0.530592776,0.51651585,0.505967253,0.648950116,0,1,2.490398323
ENSP00000359085,22854,NTNG1,0.00002524,TRUE,4,0.441031128,0.792,0.476,0.038,0.246,0.61,0.165919543,0.163878333,10.29972273,0.464106864,0.393433626,0.400276152,0.342509178,0,1,0
ENSP00000351591,54413,NLGN3,0.0000416,TRUE,2,0.896227168,0.790,0.770,0.507,0.868,0.495,0.508841123,0.303783213,0.448832414,0.091665316,0.788001566,0.935800293,0.712787625,0,1,8.145863598
ENSP00000378451,23338,PHF15,0.0000406,FALSE,NA,0.999310487,0.790,0.592,0.078,0.594,NA,0.694166427,0.590832586,32.24612077,0.224817186,0.215303008,0.166543311,0.939795055,0,1,0
ENSP00000394071,2664,GDI1,0.00002385,FALSE,NA,0.987884009,0.790,0.470,0.502,0.838,0.571,0.59701744,0.369873639,0.415210101,0.727228058,0.723450862,0.939410963,0.66547048,0,1,8.325046555
ENSP00000369547,795,S100G,0.000002123,FALSE,NA,0.141285757,0.790,0.298,0.104,0.046,0.494,0.018722856,-0.18579764,30.10051387,0.169584563,0.171492304,0.17005869,0.276273809,0,1,0
ENSP00000356405,79577,CDC73,0.00002098,FALSE,NA,0.999958508,0.788,0.516,0.297,0.806,0.447,0.709998604,0.491292295,8.628857119,0.455707546,0.423948204,0.446221615,0.929491826,0,0.428847,122.1687007
ENSP00000355718,28514,DLL1,0.0000381,FALSE,NA,0.999053067,0.788,0.380,0.136,0.059,0.5,0.328995649,0.125770875,7.064391708,0.507761079,0.496947784,0.496275055,0.452719501,0,1,4.071144217
ENSP00000278886,22981,NINL,0.0000714,TRUE,3,3.96831E-33,0.788,0.260,0.391,0.012,0.495,0.015691012,-0.05535052,7.023569532,0.060407456,0.061763516,0.496931081,0.578846501,0,0.391094535,24.27235067
ENSP00000237937,7763,ZFAND5,0.00000691,FALSE,NA,0.912585067,0.786,0.350,0.531,0.205,0.495,0.268472287,0.111290805,10.15605715,0.34913634,0.336084338,0.404720166,0.825481948,0,1,0
ENSP00000303928,9778,KIAA0232,0.0000481,FALSE,NA,0.994720896,0.786,0.202,0.599,0.107,0.544,0.500498107,0.582801462,4.839318478,0.628081337,0.614354127,0.559460678,0.471287317,0,1,1.395716114
ENSP00000247087,27245,AHDC1,0.000094,TRUE,3,0.999431448,0.786,0.094,0.818,0.445,0.489,0.605024207,0.262418908,0.911289961,0.464654074,0.447381173,0.871784901,0.529358698,0,0.423640278,68.07554555
ENSP00000245121,83473,KATNAL2,0.00002003,TRUE,1,0.000125862,0.786,0.357,0.055,0.575,0.492,0.029211502,0.117310394,588.9444898,0.0063798,0.00484049,0.004823929,0.010002578,0,1,0
ENSP00000321184,3321,IGSF3,0.0000644,FALSE,NA,0.987084919,0.784,0.086,0.672,0.140,0.549,0.502525442,0.240668165,0.271392796,0.597075008,0.576862995,0.946515991,0.492301995,0,0.669146798,63.13117979
ENSP00000379098,816,CAMK2B,0.0000307,FALSE,NA,0.468620194,0.782,0.566,0.439,0.894,0.766,0.447418969,0.517270021,0.299377123,0.945403282,0.942955365,0.94555118,0.936458796,0,0.761734175,75.19775765
ENSP00000262370,23295,MGRN1,0.0000341,FALSE,NA,0.450177891,0.782,0.422,0.676,0.568,0.497,0.067917054,0.254752368,7.439196948,0.493334365,0.480054548,0.48826178,0.941348594,0,0.745985305,22.52212853
ENSP00000393596,57448,BIRC6,0.000157418,TRUE,,1,0.782,0.294,0.899,0.788,0.491,0.292451057,0.148845926,39.17329587,0.466838422,0.409420334,0.108531514,0.940489105,0,1,1.128132463
ENSP00000265136,23242,COBL,0.0000586,FALSE,NA,0.982698637,0.782,0.140,0.078,0.004,0.495,0.170985971,0.239256399,11.48622748,0.179353337,0.142686514,0.376709769,0.75111425,0,1,5.610750854
ENSP00000322791,547,KIF1A,0.0000908,FALSE,NA,0.999989437,0.780,0.447,0.672,0.897,0.572,0.600787112,0.192976415,3.946558687,0.74444334,0.734891301,0.602063948,0.7489673,0,0.447470449,90.54073684
ENSP00000364448,65110,UPF3A,0.00001647,FALSE,NA,0.000813153,0.780,0.546,0.320,0.820,0.478,0.046650804,0.236639232,5.81427393,0.548589252,0.536584144,0.524624044,0.552476613,0,1,2.819835394
ENSP00000363763,2048,EPHB2,0.0000576,TRUE,,0.999948635,0.780,0.432,0.544,0.573,0.608,0.492757224,0.238539419,3.481562153,0.722923466,0.697505574,0.623907319,0.576787977,0,1,3.066015739
ENSP00000292055,23387,SIK3,0.0000557,FALSE,NA,0.999882541,0.780,0.422,0.327,0.395,0.496,0.68353053,0.633535839,0.293537572,0.589825183,0.546819458,0.945771114,0.499885992,0,1,0
ENSP00000450244,8437,RASAL1,0.0000397,FALSE,NA,4.85979E-08,0.780,0.302,0.153,0.053,0.495,0.116691055,0.451422725,16.46652563,0.364707267,0.351766909,0.306833717,0.937797478,0,1,2.122449609
ENSP00000370109,11168,PSIP1,0.00001737,FALSE,NA,0.946350058,0.778,0.596,0.628,0.930,0.568,0.394257345,0.506452961,0.515697642,0.932081962,0.929750269,0.920670691,0.936330675,0,1,38.70692362
ENSP00000360406,774,CACNA1B,0.0000991,TRUE,,0.982603443,0.778,0.494,0.776,0.882,0.606,0.682791234,0.431789166,2.104138653,0.407782705,0.849175282,0.738498835,0.945559511,0,0.47860396,73.32837734
ENSP00000378350,8697,CDC23,0.00002514,FALSE,NA,0.999307693,0.778,0.266,0.371,0.038,0.469,0.522724784,0.298522667,1.171479929,0.260385935,0.246305516,0.845289378,0.412820365,0,1,2.233187973
ENSP00000342538,81551,STMN4,0.00001018,FALSE,NA,0.146519525,0.778,0.260,0.514,0.125,0.593,0.108925155,0.355919085,12.72988374,0.367490128,0.357617735,0.348313537,0.839330901,0,1,3.1584483
ENSP00000297792,221656,KDM1B,0.00002447,FALSE,NA,0.815087937,0.776,0.634,0.710,0.959,0.436,0.247567297,0.21710973,8.272847048,0.457420661,0.445634471,0.457183354,0.932534516,0,1,0
ENSP00000338173,23369,PUM2,0.000038,FALSE,NA,0.999922864,0.776,0.502,0.889,0.915,0.765,0.458068405,0.3481836,0.357690786,0.940910799,0.937978802,0.943256041,0.888911595,0,1,11.6165596
ENSP00000216297,11198,SUPT16H,0.0000393,FALSE,NA,0.999999606,0.776,0.456,0.632,0.814,0.447,0.691704322,0.3192127,4.453387898,0.629669016,0.619645985,0.574558873,0.707920788,0,1,1.971235606
ENSP00000347733,8295,TRRAP,0.000193485,FALSE,NA,1,0.774,0.468,0.841,0.887,0.492,0.914223068,0.427051024,0.458647522,0.750433827,0.732510837,0.934279881,0.503700514,0,0.261202693,21.81968791
ENSP00000373846,26046,LTN1,0.0000589,FALSE,NA,0.83271401,0.774,0.330,0.679,0.366,0.447,0.361396582,0.423481874,0.946263609,0.373869117,0.361390121,0.868613377,0.485272289,0,1,0
ENSP00000397644,64864,RFX7,0.0000512,FALSE,NA,0.999680946,0.774,0.162,0.806,0.435,0.447,0.398378242,0.445283129,7.942465345,0.254705043,0.226485434,0.469778061,0.737932213,0,1,14.32318834
ENSP00000360163,6594,SMARCA1,0.0000413,FALSE,NA,0.999946646,0.772,0.668,0.408,0.867,0.566,0.588353007,0.443486206,0.346168047,0.941711475,0.939048503,0.943774286,0.944742317,0,1,2.974308031
ENSP00000359506,2332,FMR1,0.0000236,TRUE,S,0.127197887,0.770,0.614,0.480,0.909,0.637,0.278981825,0.571177679,0.417203205,0.939936653,0.937558443,0.939268597,0.805331994,0,1,1.505787599
